paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex,final_domain_id
paper_7d9caf95560d,group3,group3,group3/820_812280782428045312_10.1007%2Fbf01582234.fixed.md,10.1007/bf01582234,CRITICAL SETS IN PARAMETRIC OPTIMIZATION,critical sets in parametric optimization,H.Th. JONGEN; P. JONKER; F. TWILT,jongen,,"@article{Jongen_1986, title={Critical sets in parametric optimization}, volume={34}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582234}, DOI={10.1007/bf01582234}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Jongen, H. Th. and Jonker, P. and Twilt, F.}, year={1986}, month=Apr, pages={333â€“353} }",2
paper_81c551fd0a5b,group3,group3,group3/820_812280782453211138_10.1007%2Fbf01585557.fixed.md,10.1007/bf01585557,An interior-point method for generalized linear-fractional programming,an interior point method for generalized linear fractional programming,Yu.E. Nesterov a; A.S. Nemirovskii a,a,1994.0,"@article{Nesterov_1995, title={An interior-point method for generalized linear-fractional programming}, volume={69}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585557}, DOI={10.1007/bf01585557}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Nesterov, Yu. E. and Nemirovskii, A. S.}, year={1995}, month=July, pages={177â€“204} }",19
paper_f24e26b4f4b6,group3,group3,group3/820_812280782558068737_10.1007%2Fbf01580448.fixed.md,10.1007/bf01580448,RESOLUTION OF THE 0-1 KNAPSACK PROBLEM: COMPARISON OF METHODS,resolution of the 0 1 knapsack problem comparison of methods,D. FAYARD; G. PLATEAU,fayard,1974.0,"@article{Fayard_1975, title={Resolution of the 0–1 knapsack problem: Comparison of methods}, volume={8}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580448}, DOI={10.1007/bf01580448}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fayard, D. and Plateau, G.}, year={1975}, month=Dec, pages={272–307} }",21
paper_6a1031573ab9,group3,group3,group3/820_812280782688092161_10.1007%2Fbf01588973.fixed.md,10.1007/bf01588973,THE ADJACENCY RELATION ON THE TRAVELING SALESMAN POLYTOPE IS NP-COMPLETE*,the adjacency relation on the traveling salesman polytope is np complete,Christos H. PAPADIMITRIOU,papadimitriou,1977.0,"@article{Papadimitriou_1978, title={The adjacency relation on the traveling salesman polytope is NP-Complete}, volume={14}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01588973}, DOI={10.1007/bf01588973}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Papadimitriou, Christos H.}, year={1978}, month=Dec, pages={312â€“324} }",15
paper_297d3405e548,group3,group3,group3/820_812280782813921281_10.1007%2Fbf01586928.fixed.md,10.1007/bf01586928,"A B-differentiable equation-based, globally and locally quadratically convergent algorithm for nonlinear programs, complementarity and variational inequality problems",a b differentiable equation based globally and locally quadratically convergent algorithm for nonlinear programs complementarity and variational inequality problems,Jong-Shi Pang,pang,1989.0,"@article{Pang_1991, title={A B-differentiable equation-based, globally and locally quadratically convergent algorithm for nonlinear programs, complementarity and variational inequality problems}, volume={51}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01586928}, DOI={10.1007/bf01586928}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Pang, Jong-Shi}, year={1991}, month=July, pages={101â€“131} }",11
paper_caf834050405,group3,group3,group3/820_812280782935556096_10.1007%2Fbf01585731.fixed.md,10.1007/bf01585731,PROXIVITY CONTROL IN BUNDLE METHODS FOR CONVEX NONDIFFERENTIABLE MINIMIZATION,proxivity control in bundle methods for convex nondifferentiable minimization,Krzysztof C. KIwIEL,kiwiel,1988.0,"@article{Kiwiel_1990, title={Proximity control in bundle methods for convex nondifferentiable minimization}, volume={46}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585731}, DOI={10.1007/bf01585731}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Kiwiel, Krzysztof C.}, year={1990}, month=Jan, pages={105â€“122} }",8
paper_9becb780c96e,group3,group3,group3/820_812280783208185857_10.1007%2Fbf01584085.fixed.md,10.1007/bf01584085,BLOCKING AND ANTI-BLOCKING PAIRS OF POLYHEDRA*,blocking and anti blocking pairs of polyhedra,D.R. FULKERSON,fulkerson,1971.0,"@article{Fulkerson_1971, title={Blocking and anti-blocking pairs of polyhedra}, volume={1}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01584085}, DOI={10.1007/bf01584085}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fulkerson, D. R.}, year={1971}, month=Dec, pages={168â€“194} }",15
paper_9f2ffa0201b0,group3,group3,group3/820_812280783732473858_10.1007%2Fbf01588245.fixed.md,10.1007/bf01588245,PENALTY METHODS FOR COMPUTING POINTS THAT SATISFY SECOND ORDER NECESSARY CONDITIONS,penalty methods for computing points that satisfy second order necessary conditions,Universit de Clermont; Aubi re,clermont,1979.0,"@article{Auslender_1979, title={Penalty methods for computing points that satisfy second order necessary conditions}, volume={17}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01588245}, DOI={10.1007/bf01588245}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Auslender, A.}, year={1979}, month=Dec, pages={229â€“238} }",4
paper_75b9ae6a6dfb,group3,group3,group3/820_812280784604889089_10.1007%2Fbf01582259.fixed.md,10.1007/bf01582259,SENSITIVITY ANALYSIS BASED HEURISTIC ALGORITHMS FOR MATHEMATICAL PROGRAMS WITH VARIATIONAL INEQUALITY CONSTRAINTS,sensitivity analysis based heuristic algorithms for mathematical programs with variational inequality constraints,Terry L. FRIESZ,friesz,1986.0,"@article{Friesz_1990, title={Sensitivity analysis based heuristic algorithms for mathematical programs with variational inequality constraints}, volume={48}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582259}, DOI={10.1007/bf01582259}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Friesz, Terry L. and Tobin, Roger L. and Cho, Hsun-Jung and Mehta, Nihal J.}, year={1990}, month=Mar, pages={265â€“284} }",4
paper_550a4cccc64c,group3,group3,group3/820_812280784860741633_10.1007%2Fbf01582230.fixed.md,10.1007/bf01582230,SENSITIVITY THEOREMS IN INTEGER LINEAR PROGRAMMING,sensitivity theorems in integer linear programming,Institut f r Okonometrie und Operations Research; University of Bonn; FR Germany,research,1985.0,"@article{Cook_1986, title={Sensitivity theorems in integer linear programming}, volume={34}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582230}, DOI={10.1007/bf01582230}, number={3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Cook, W. and Gerards, A. M. H. and Schrijver, A. and Tardos, É.}, year={1986}, month=Apr, pages={251–264} }",19
paper_986576e64c63,group3,group3,group3/820_812280785372446723_10.1007%2Fbf01583789.fixed.md,10.1007/bf01583789,A CRITICAL INDEX ALGORITHM FOR NEAREST POINT PROBLEMS ON SIMPLICIAL CONES*,a critical index algorithm for nearest point problems on simplicial cones,Katta G. MURTY,murty,1981.0,"@article{Murty_1982, title={A critical index algorithm for nearest point problems on simplicial cones}, volume={23}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01583789}, DOI={10.1007/bf01583789}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Murty, Katta G. and Fathi, Yahya}, year={1982}, month=Dec, pages={206â€“215} }",10
paper_0779099b13b2,group3,group3,group3/820_812280785401806851_10.1007%2Fbf01588226.fixed.md,10.1007/bf01588226,A RESTART ALGORITHM FOR COMPUTING FIXED POINTS WITHOUT AN EXTRA DIMENSION,a restart algorithm for computing fixed points without an extra dimension,Free University; The Netherlands,university,1978.0,"@article{van_der_Laan_1979, title={A restart algorithm for computing fixed points without an extra dimension}, volume={17}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01588226}, DOI={10.1007/bf01588226}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={van der Laan, G. and Talman, A. J. J.}, year={1979}, month=Dec, pages={74â€“84} }",10
paper_5b4f6b22d9cd,group3,group3,group3/820_812280785619910658_10.1007%2Fbf01582148.fixed.md,10.1007/bf01582148,A new technique for generating quadratic programming test problems,a new technique for generating quadratic programming test problems,Paul H. Calamai,calamai,1992.0,"@article{Calamai_1993, title={A new technique for generating quadratic programming test problems}, volume={61}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582148}, DOI={10.1007/bf01582148}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Calamai, Paul H. and Vicente, Luis N. and Júdice, Joaquim J.}, year={1993}, month=Aug, pages={215–231} }",11
paper_21d6876596cc,group3,group3,group3/820_812280785749934081_10.1007%2Fbf01584242.fixed.md,10.1007/bf01584242,ONE WAY TO SOLVE THE PARAMETRIC QUADRATIC PROGRAMMING PROBLEM,one way to solve the parametric quadratic programming problem,Regina BENVENISTE,benveniste,1980.0,"@article{Benveniste_1981, title={One way to solve the parametric quadratic programming problem}, volume={21}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01584242}, DOI={10.1007/bf01584242}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Benveniste, Regina}, year={1981}, month=Dec, pages={224â€“228} }",11
paper_f7b31a80d005,group3,group3,group3/820_812280786370691072_10.1007%2Fbf01581650.fixed.md,10.1007/bf01581650,SHADOW PRICES IN NONCONVEX MATHEMATICAL PROGRAMMING,shadow prices in nonconvex mathematical programming,Jacques GAUVIN,gauvin,1980.0,"@article{Gauvin_1980, title={Shadow prices in nonconvex mathematical programming}, volume={19}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01581650}, DOI={10.1007/bf01581650}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Gauvin, Jacques}, year={1980}, month=Dec, pages={300â€“312} }",8
paper_41ce902a8999,group3,group3,group3/820_812280787087917056_10.1007%2Fbf01582288.fixed.md,10.1007/bf01582288,PAIRWISE REACTIVE SOR ALGORITHM FOR QUADRATIC PROGRAMMING OF NET IMPORT SPATIAL EQUILIBRIUM MODELS,pairwise reactive sor algorithm for quadratic programming of net import spatial equilibrium models,School of Business; Loyola University of Chicago,business,1988.0,"@article{G_der_1989, title={Pairwise reactive sor algorithm for quadratic programming of net import spatial equilibrium models}, volume={43}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582288}, DOI={10.1007/bf01582288}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Güder, F.}, year={1989}, month=Jan, pages={175–186} }",11
paper_8362f2c074ca,group3,group3,group3/820_812280788371374082_10.1007%2Fbf01580585.fixed.md,10.1007/bf01580585,A GENERALIZED LINEAR PRODUCTION MODEL: A UNIFYING MODEL,a generalized linear production model a unifying model,Daniel GRANOT,granot,1985.0,"@article{Granot_1986, title={A generalized linear production model: A unifying model}, volume={34}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580585}, DOI={10.1007/bf01580585}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Granot, Daniel}, year={1986}, month=Mar, pages={212â€“222} }",19
paper_cf3619713834,group3,group3,group3/820_812280788618838016_10.1007%2Fbf01580582.fixed.md,10.1007/bf01580582,A METHOD OF LINEARIZATIONS FOR LINEARLY CONSTRAINED NONCONVEX NONSMOOTH MINIMIZATION,a method of linearizations for linearly constrained nonconvex nonsmooth minimization,Krzysztof C. KIwiel,kiwiel,1985.0,"@article{Kiwiel_1986, title={A method of linearizations for linearly constrained nonconvex nonsmooth minimization}, volume={34}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580582}, DOI={10.1007/bf01580582}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Kiwiel, Krzysztof C.}, year={1986}, month=Mar, pages={175â€“187} }",6
paper_a6299e90bfbb,group3,group3,group3/820_812280791479353344_10.1007%2Fbf01585571.fixed.md,10.1007/bf01585571,New algorithms for linear $k$ -matroid intersection and matroid $k$ -parity problems,new algorithms for linear k matroid intersection and matroid k parity problems,Alexander I. Barvinok,barvinok,1994.0,"@article{Barvinok_1995, title={New algorithms for lineark-matroid intersection and matroidk-parity problems}, volume={69}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585571}, DOI={10.1007/bf01585571}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Barvinok, Alexander I.}, year={1995}, month=July, pages={449â€“470} }",10
paper_135ab802bd89,group3,group3,group3/820_812280792343379969_10.1007%2Fbf01585111.fixed.md,10.1007/bf01585111,"REGULAR (2, 2)-SYSTEMS",regular 2 2 systems,Reinhardt EULER,euler,1981.0,"@article{Euler_1982, title={Regular (2, 2)-systems}, volume={24}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585111}, DOI={10.1007/bf01585111}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Euler, Reinhardt}, year={1982}, month=Dec, pages={269â€“283} }",12
paper_88e32df0d948,group3,group3,group3/820_812280802963357697_10.1007%2Fbf01588785.fixed.md,10.1007/bf01588785,Feasibility issues in a primal-dual interior-point method for linear programming,feasibility issues in a primal dual interior point method for linear programming,Irvin J. Lustig,lustig,1988.0,"@article{Lustig_1990, title={Feasibility issues in a primal-dual interior-point method for linear programming}, volume={49}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01588785}, DOI={10.1007/bf01588785}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Lustig, Irvin J.}, year={1990}, month=Nov, pages={145â€“162} }",19
paper_3cd349f209ac,group3,group3,group3/820_812280803261153280_10.1007%2Fbf01585700.fixed.md,10.1007/bf01585700,The traveling salesman problem in graphs with some excluded minors,the traveling salesman problem in graphs with some excluded minors,Jean Fonlupt; Denis Naddef,fonlupt,1989.0,"@article{Fonlupt_1992, title={The traveling salesman problem in graphs with some excluded minors}, volume={53}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585700}, DOI={10.1007/bf01585700}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fonlupt, Jean and Naddef, Denis}, year={1992}, month=Jan, pages={147â€“172} }",21
paper_2c69975b5b6a,group3,group3,group3/820_812280803508617217_10.1007%2Fbf01580725.fixed.md,10.1007/bf01580725,SECOND-ORDER NECESSARY CONDITIONS IN SEMISMOOTH OPTIMIZATION,second order necessary conditions in semismooth optimization,Robin W. CHANEY,chaney,1987.0,"@article{Chaney_1988, title={Second-order necessary conditions in semismooth optimization}, volume={40-40}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580725}, DOI={10.1007/bf01580725}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Chaney, Robin W.}, year={1988}, month=Jan, pages={95â€“109} }",2
